Date,Event,Registrations,All_Attendance,Livestream,Room Capacity,Category,Guest_Speaker,in_person,Genres,Total_Profit,Ticket Quantity
2023-04-15,Mega Awesome Super Huge Wicked Fun: Circle Round,233.0,203,0,254,Mega Awesome,No,203,Child Entertainment,7320.0,2737
2023-04-16,Mega Awesome Super Huge Wicked Fun: Circle Round,239.0,220,0,254,Mega Awesome,No,220,Child Entertainment,7320.0,2737
2023-04-16,Mega Awesome Super Huge Wicked Fun: Past and the Curious,156.0,127,0,254,Mega Awesome,No,127,Child Entertainment,3650.0,1473
2023-04-16,Mega Awesome Super Huge Wicked Fun: Smash Boom Best,239.0,224,0,254,Mega Awesome,No,224,Child Entertainment,3650.0,1473
2023-04-15,Mega Awesome Super Huge Wicked Fun: Tumble,107.0,85,0,254,Mega Awesome,No,85,Child Entertainment,3670.0,1264
2022-04-23,The Mega Awesome Super Huge Wicked Fun Podcast Playdate,403.0,313,87,254,Mega Awesome,No,226,Child Entertainment,13055.0,1704
2022-04-24,The Mega Awesome Super Huge Wicked Fun Podcast Playdate,403.0,313,60,254,Mega Awesome,No,253,Child Entertainment,13055.0,1704
2022-04-26,WBUR Member Night: A Conversation With Meghna Chakrabarti,264.0,163,70,254,Member Night,Yes,93,Science,0.0,367
2023-11-02,WBUR Member Night: An Evening with Robin Young,333.0,149,35,254,Member Night,Yes,114,Journalism & Media,0.0,464
2022-08-17,WBUR Member night: Wine down Wednesday with our local daily podcast team,109.0,58,0,254,Member Night,No,58,Entertainment,0.0,158
2022-08-09,Moth StorySLAM: HAPPY,249.0,220,0,254,Moth StorySLAM,No,220,Entertainment,2220.0,415
2022-07-12,Moth StorySLAM: NATURE,129.0,113,0,254,Moth StorySLAM,No,113,Entertainment,990.0,126
2023-10-10,The Moth StorySLAM: ADULTING,243.0,207,0,254,Moth StorySLAM,No,207,Entertainment,2685.0,417
2022-12-13,The Moth StorySLAM: ANNIVERSARY,244.0,198,0,254,Moth StorySLAM,No,198,Entertainment,2745.0,581
2023-08-15,The Moth StorySLAM: BACK TO SCHOOL,236.0,203,0,254,Moth StorySLAM,No,203,Entertainment,2625.0,407
2023-04-11,The Moth StorySLAM: CLEAN,244.0,214,0,254,Moth StorySLAM,No,214,Entertainment,2280.0,376
2022-09-08,The Moth StorySLAM: Crossroads,203.0,185,0,254,Moth StorySLAM,No,185,Entertainment,1950.0,258
2023-09-12,The Moth StorySLAM: DRIVE,228.0,234,0,254,Moth StorySLAM,No,234,Entertainment,2385.0,356
2023-11-14,The Moth StorySLAM: GIVE AND TAKE,244.0,217,0,254,Moth StorySLAM,No,217,Entertainment,2910.0,484
2023-05-09,The Moth StorySLAM: Gossip,231.0,213,0,254,Moth StorySLAM,No,213,Entertainment,2355.0,405
2023-12-12,The Moth StorySLAM: HOME,237.0,218,0,254,Moth StorySLAM,No,218,Entertainment,2775.0,664
2022-11-08,The Moth StorySLAM: LEFTOVERS,247.0,231,0,254,Moth StorySLAM,No,231,Entertainment,2430.0,351
2023-02-07,The Moth StorySLAM: LOVE HURTS,195.0,202,0,254,Moth StorySLAM,No,202,Entertainment,1905.0,296
2023-06-13,The Moth StorySLAM: PRIDE,235.0,202,0,254,Moth StorySLAM,No,202,Entertainment,2595.0,548
2023-03-15,The Moth StorySLAM: STAKES,241.0,213,0,254,Moth StorySLAM,No,213,Entertainment,2550.0,541
2023-07-11,The Moth StorySLAM: SWEAT,239.0,227,0,254,Moth StorySLAM,No,227,Entertainment,2820.0,474
2023-01-10,The Moth StorySLAM: VICES,251.0,255,0,254,Moth StorySLAM,No,255,Entertainment,2325.0,428
2024-01-09,The Moth StorySLAMs: First Impressions,246.0,192,0,254,Moth StorySLAM,No,192,Entertainment,2295.0,376
2022-04-29,Ones To Watch: Celebrating National Poetry Month with Porsha Olayiwola and youth poets,164.0,94,5,254,Ones to Watch,Yes,89,Entertainment,770.0,320
2022-05-14,Ones to Watch: Dancer and choreographer Jenny Oliver presents a Closer Look at Belonging,174.0,164,0,254,Ones to Watch,Yes,164,Entertainment,2080.0,255
2022-02-04,Ones to Watch: FabIola Mendez,392.0,294,248,254,Ones to Watch,Yes,46,Entertainment,165.0,678
2022-06-16,Ones To Watch: Invisible Imprints,27.0,12,0,254,Ones to Watch,No,12,Entertainment,135.0,71
2022-02-27,Ones to Watch: Jonah Ellsworth,365.0,230,87,254,Ones to Watch,Yes,143,Entertainment,310.0,705
2022-06-24,Ones to Watch: Masary Studios,255.0,129,0,254,Ones to Watch,No,129,Entertainment,75.0,458
2022-04-01,Ones to Watch: Noah y Maurizio,126.0,108,17,254,Ones to Watch,Yes,91,Entertainment,1520.0,300
2022-03-24,Ones to Watch: Veronica Robles,120.0,135,39,254,Ones to Watch,Yes,96,Entertainment,1510.0,237
2019-11-12,"""Fellow Travelers"" The Opera; Covert Romance, Politics and Power",37.0,36,0,254,Opera,No,36,Literature,230.0,52
2019-03-07,Othello in the Seraglio: A Coffeehouse Opera,97.0,86,0,254,Opera,No,86,Entertainment,1168.0,153
2019-05-04,The Handmaid's Aria: How An Iconic Novel Became An Opera,241.0,202,0,254,Opera,No,202,Literature,9810.0,436
2022-11-16,Phenomenal Women: An evening with tap dancer and choreographer Ayodele Casel,118.0,92,12,254,Phenomenal Women,Yes,80,Arts & Culture,1200.0,252
2022-10-14,"Phenomenal Women: How Deborah Torres turned down ""Shark Tank"" and changed the vegan fried chicken market",162.0,69,0,254,Phenomenal Women,Yes,69,Business,140.0,221
2022-04-11,Phenomenal Women: Katie Rae,106.0,58,5,254,Phenomenal Women,Yes,53,Business,180.0,180
2022-11-15,Phenomenal Women: Newsroom confidential with journalists Margaret Sullivan and Eileen McNamara,94.0,66,19,254,Phenomenal Women,Yes,47,Journalism & Media,595.0,283
2022-05-16,Phenomenal Women: Pardis Sabeti and Aoife Brennan,12.0,7,7,254,Phenomenal Women,Yes,0,Science,135.0,24
2023-09-09,Poet Robert Pinsky presents “Proverbs of Limbo”,250.0,230,10,254,Phenomenal Women,Yes,220,Entertainment,3275.0,801
2022-06-21,Youth Takeover: The missing student voices on gun control and school safety,10.0,9,9,254,Politics,No,0,Social Issues,0.0,9
2019-08-08,David Byrne,131.0,231,0,254,Politics,Yes,231,Arts & Culture,4587.5,248
2021-09-09,2021 Boston Mayoral Debate,1140.0,1441,1441,254,Politics,No,0,Politics,0.0,1010
2022-08-10,2022 Mass. attorney general primary debate,238.0,237,177,254,Politics,No,60,Politics,0.0,215
2022-08-16,2022 Mass. lieutenant govenor primary debate: Democrats,93.0,161,143,254,Politics,No,18,Politics,0.0,98
2022-08-15,2022 Mass. lieutenant govenor primary debate: Republicans,55.0,88,59,254,Politics,No,29,Politics,0.0,61
2019-12-12,Decorating The People's House,96.0,63,0,254,Politics,No,63,Politics,828.0,186
2023-09-26,Democracy Awakening: historian Heather Cox Richardson on the state of America,365.0,386,158,254,Politics,Yes,228,Politics,10670.0,503
2023-02-21,Democracy under threat: Former CNN chief media correspondent Brian Stelter on the news industry’s future,121.0,99,31,254,Politics,Yes,68,Journalism & Media,730.0,108
2023-10-04,Differ We Must: Morning Edition host Steve Inskeep on Lincoln's success in a divided America,91.0,69,0,254,Politics,Yes,69,Politics,1300.0,127
2021-05-06,President Biden's Earth Day Summit: What It Means For Massachusetss,270.0,87,0,254,Politics,No,87,Climate,0.0,237
2022-02-24,The Great Wager: President Nixon's 1972 risky visit to China and the art it inspired,216.0,109,53,254,Politics,No,56,Politics,15.0,360
2023-10-03,The Last Politician: The Atlantic's Franklin Foer on Joe Biden’s White House,54.0,49,0,254,Politics,Yes,49,Politics,760.0,92
2020-02-13,WBUR and The Washington Post Present: Unprecented Presidents,88.0,65,0,254,Politics,No,65,Politics,1064.0,162
2019-11-05,A Year Ahead: The 2020 Presidential Campaign,189.0,111,0,254,Politics,No,111,Politics,0.0,362
2022-10-12,Confidence Man: New York Times reporter Maggie Haberman’s newsmaking book on President Donald Trump,402.0,292,114,254,Politics,No,178,Politics,2905.0,413
2019-10-22,Radio Boston Live: City Council Debate,105.0,123,0,254,Radio Boston,No,123,Politics,0.0,131
2023-11-09,Freakonomics Radio Live,241.0,209,0,254,Radio Boston,No,209,Psychology,4012.5,435
2019-04-05,Radio Boston Live,26.0,15,0,254,Radio Boston,No,15,Journalism & Media,0.0,58
2019-06-05,Radio Boston Live: The Future of Food,91.0,50,0,254,Radio Boston,No,50,Food & Cuisine,0.0,124
2023-08-02,Radio Boston presents: Comics culture,122.0,73,0,254,Radio Boston,No,73,Literature,475.0,268
2022-09-07,Remarkable Science: How to prepare for the fall season of infectious diseases,23.0,15,15,254,Science,No,0,Sceince,0.0,15
2022-12-07,Remarkable Science: Living to 100 with Blue Zones author Dan Buettner,156.0,110,38,254,Science,Yes,72,Sceince,1300.0,194
2022-05-13,Remarkable Science: The future of AI and robots,126.0,59,34,254,Science,No,25,Sceince,0.0,196
2022-12-14,Remarkable Science: Understanding lifespan and why aging might be reversible with Dr. David Sinclair,181.0,129,55,254,Science,Yes,74,Sceince,1575.0,208
2022-06-15,Science Friday and WBUR CitySpace Present Cephalopod Movie Night,195.0,155,41,254,Science,No,114,Sceince,1282.5,384
2023-04-18,Science Friday Climate Fair,175.0,66,0,254,Science,No,66,Climate,40.0,449
2019-06-24,Science Friday Presents: Cephalopod Movie Night,259.0,201,0,254,Science,No,201,Science,2085.0,522
2020-01-16,The Create Curiosity Fair Wirh Science Friday,151.0,93,0,254,Science,No,93,Science,933.0,362
2019-11-06,"""Lenox Street"" The Film Screening",142.0,75,0,254,Screening,No,75,Arts & Culture,0.0,262
2022-09-21,"""Stranger at the Gate"" documentary screening and conversation",169.0,120,0,254,Screening,No,120,Social Issues,1280.0,199
2022-03-18,"""Undercurrent"" documentary screening and conversation with director Erin Lee Carr",172.0,64,0,254,Screening,Yes,64,Social Issues,0.0,370
2023-01-27,Jack the Whipper 7pm,3430.0,1794,1596,254,Screening,No,198,Entertainment,26065.0,2772
2023-01-27,Jack the Whipper 9pm,217.0,188,0,254,Screening,No,188,Entertainment,26065.0,2772
2019-03-22,Joseph Pulitzer Screening And Conversation,131.0,77,0,254,Screening,Yes,77,Journalism & Media,0.0,388
2019-03-06,Lobster War Screening And Conversation,114.0,85,0,254,Screening,No,85,Climate,814.5,183
2019-07-16,Mike Wallace Is Here Screening,75.0,61,0,254,Screening,Yes,61,Journalism & Media,616.0,117
2022-09-27,No One Is Coming To Save Us,240.0,131,49,254,Screening,No,82,Social Issues,0.0,299
2021-01-29,"Science on Screen: ""Beasts of the Southern Wild""",118.0,70,0,254,Screening,No,70,Climate,0.0,107
2022-12-12,Screaming on the Inside: New York Times reporter Jessica Grose on the unsustainability of American motherhood,224.0,169,40,254,Screening,Yes,129,Social Issues,2085.0,298
2019-06-11,Sonic Sea Screening And Conversation,97.0,57,0,254,Screening,No,57,Climate,606.0,189
2023-01-04,This Place Rules: HBO Original screening and conversation with Andrew Callaghan on the Jan. 6 insurrection,279.0,176,11,254,Screening,Yes,165,Politics,0.0,541
2022-06-29,Tracy Flick Can’t Win: A conversation with Tom Perrotta on his new novel & screening of “Election”,67.0,48,0,254,Screening,Yes,48,Literature,850.0,121
2019-03-20,Diversity in Podcasting: Women in Their Own Words,86.0,48,0,254,Social,No,48,Social Issues,0.0,265
2019-06-13,Diversity on the Runway,113.0,114,0,254,Social,No,114,Social Issues,790.0,199
2023-04-21,Choose Your Own Disaster,124.0,70,0,254,Social,No,70,Climate,462.5,251
2022-04-04,How to be Peferct with the Good Place creator Michael Schur,309.0,379,213,254,Social,Yes,166,Literature,3290.0,510
2020-08-12,"Only A Game Presents: Sports, Racism and the Myth of Meritocracy",399.0,207,0,254,Social,No,207,Social Issues,0.0,346
2020-01-30,Child Care And The Future of The American Dream,236.0,102,0,254,Social,No,102,Social Issues,0.0,912
2019-04-09,Ending Chronic Homelessness,284.0,143,0,254,Social,No,143,Social Issues,180.0,502
2021-03-23,Leveling the Playing Field In STEM,540.0,296,0,254,Social,No,296,Social Issues,0.0,462
2019-09-17,Mike Schur / How To Be Good,235.0,233,0,254,Social,Yes,233,Literature,6045.0,386
2019-04-23,All Things Greek with Mary Norris,59.0,53,0,254,Social,Yes,53,Arts & Culture,808.0,117
2020-01-22,"Andrea Bernstein: ""American Oligarchs""",81.0,50,0,254,Social,Yes,50,Politics,853.0,119
2023-05-10,Cognoscenti presents: Redefining motherhood for the 21st century,216.0,175,29,254,Social,No,146,Social Issues,1865.0,234
2022-07-28,Mercy: Bill Littlefield,62.0,35,17,254,Social,Yes,18,Literature,255.0,53
2023-06-21,Rich Country/Poor Citizens: Authors Matthew Desmond and Andre Dubus III on American poverty,348.0,291,79,254,Social,Yes,212,Social Issues,2940.0,397
2020-01-27,Sexual Citizens,80.0,60,0,254,Social,No,60,Social Issues,792.0,256
2019-03-26,"Single Payer: The Pros, The Cons and What's Possible",55.0,37,0,254,Social,No,37,Health & Wellness,230.0,76
2019-03-11,Tackling Gun Violence,221.0,186,0,254,Social,No,186,Politics,1750.0,375
2019-04-11,The Challenge To Responsibility: A Call To Conscience,93.0,79,0,254,Social,No,79,History,1540.0,95
2023-06-14,The Lehman Legacy: The true cost of capitalism and racism,407.0,162,95,254,Social,No,67,History,0.0,711
2019-11-07,The Loop Lab: Celebrating Equity in Video and Pocasting,58.0,65,0,254,Social,No,65,Journalism & Media,440.0,71
2020-01-18,The Lasting Appeal Little Women,109.0,88,0,254,Social,No,88,Literature,1076.5,206
2023-10-19,The Makers 2023: A celebration honoring emerging artists of color in Boston,289.0,173,0,254,Social,No,173,Arts & Culture,0.0,399
2019-07-23,Who Should Sing Ol' Man River? Portraying Race Through Musical Theatre,205.0,137,0,254,Social,No,137,Social Issues,0.0,460
2022-07-19,Youth Takeover: Arts and Culture,32.0,6,0,254,Social,No,6,Arts & Culture,0.0,45
2022-02-18,"Live in concert: Heesu, WBUR's Massachusetts favorite of the Tiny Desk",271.0,191,73,254,Sound On,No,118,Entertainment,180.0,580
2023-02-16,Sound On Global: Acoustic Nomads presents “The Abominable Stringband Vol. 2”,89.0,71,0,254,Sound On,No,71,Entertainment,645.0,124
2023-04-02,"Sound On Global: Mehmet Ali Sanl?kol with George Lernis and A Far Cry present ""A Gentleman of Istanbul”",161.0,151,0,254,Sound On,Yes,151,Entertainment,1770.0,227
2023-04-29,Sound On Global: Palaver Strings,70.0,69,0,254,Sound On,No,69,Entertainment,800.0,87
2023-03-12,Sound On Global: Rasa String Quartet explores the intersection of classical and folk traditions,58.0,58,0,254,Sound On,Yes,58,Entertainment,505.0,73
2023-07-27,"Sound On Music Festival: An evening of jazz, blues and the groove with Ali McGuirk and friends",146.0,111,0,254,Sound On,Yes,111,Entertainment,1690.0,229
2023-08-24,Sound On Music Festival: An evening with electro-pop singer Eph See and friends,165.0,78,0,254,Sound On,Yes,78,Entertainment,295.0,274
2023-06-23,Sound On Music Festival: An evening with R&B and neo-soul singer Miranda Rae and friends,107.0,96,0,254,Sound On,Yes,96,Entertainment,950.0,138
2023-05-12,Sound On Music Festival: WBUR’s Mass. Favorite of the NPR Tiny Desk Contest Lee Zangari and friends,108.0,103,0,254,Sound On,Yes,103,Entertainment,1180.0,170
2021-05-27,Sound On: $ean Wire In Concert,9.0,6,0,254,Sound On,No,6,Entertainment,0.0,8
2022-09-29,Sound On: Lady Pills live in concert,43.0,31,0,254,Sound On,No,31,Entertainment,125.0,64
2022-05-12,Sound On: Really From,135.0,64,0,254,Sound On,No,64,Entertainment,470.0,261
2021-06-24,Sound On: Really From In Concert,34.0,18,0,254,Sound On,No,18,Entertainment,0.0,29
2022-06-09,Sound On: Squirrel Flower,107.0,92,0,254,Sound On,No,92,Entertainment,850.0,174
2021-10-05,Tell Me More! Angie Thomas and Tomi Adeyemi,29.0,27,27,254,Tell Me More,Yes,0,Journalism & Media,125.0,27
2021-09-13,Tell Me More! Elizabeth Kolbert and Helen Macdonald,45.0,40,40,254,Tell Me More,Yes,0,Climate,165.0,46
2022-02-15,"Tell Me More! Jenne Desmond Harris, Meredith Goldsein, Margo Howard",248.0,131,111,254,Tell Me More,Yes,20,Health & Wellness,205.0,372
2021-11-01,"Tell Me More! Lisa Napoli, Susan Stamberg, Linda Wertheimer",129.0,133,133,254,Tell Me More,Yes,0,Journalism & Media,347.5,133
2021-12-01,Tell Me More! Misty Copeland and The Ballerinas of the 152nd Street,237.0,247,133,254,Tell Me More,Yes,114,Arts & Culture,1875.0,290
2020-03-06,Crossword Show,260.0,204,0,254,The Crossword Show,No,204,Entertainment,3778.0,454
2022-07-16,The Crossword Show,184.0,189,0,254,The Crossword Show,No,189,Entertainment,3585.0,716
2019-06-14,The Crossword Show,194.0,135,0,254,The Crossword Show,No,135,Entertainment,3585.0,716
2023-10-20,The Crossword Show with Zach Sherwin,235.0,221,0,254,The Crossword Show,Yes,221,Entertainment,3750.0,399
2021-09-14,This Changes Everything: Higher Education,56.0,42,27,254,This Changes Everything,No,15,Education,290.0,66
2022-01-19,This Changes Everything: How newsrooms are shifting strategies to better serve communities,96.0,56,41,254,This Changes Everything,No,15,Journalism & Media,0.0,106
2021-12-06,This Changes Everything: How Will Arts and Culture,107.0,70,56,254,This Changes Everything,No,14,Arts & Culture,495.0,136
2021-10-14,This Changes Everything: Supreme Court,144.0,82,82,254,This Changes Everything,No,0,Politics,507.5,147
2021-06-16,This Changes Everything: The Office Edition,106.0,52,0,254,This Changes Everything,No,52,Business,0.0,89
2020-04-21,Virtual Town Hall: After the Surge,498.0,353,0,254,Town Hall,No,353,Health & Wellness,0.0,453
2020-05-12,Virtual Town Hall: Climate Change and Pandemics,400.0,260,0,254,Town Hall,No,260,Environment,0.0,515
2020-05-26,Virtual Town Hall: Misinformation,224.0,112,0,254,Town Hall,No,112,Politics,0.0,195
2020-04-28,Virtual Town Hall: Prison and Homeless Populations,477.0,313,0,254,Town Hall,No,313,Social Issues,0.0,440
2020-05-05,Virtual Town Hall: Societal Costs,247.0,143,0,254,Town Hall,No,143,Social Issues,0.0,229
2020-05-19,Virtual Town Hall: Students and Families,373.0,157,0,254,Town Hall,No,157,Social Issues,0.0,346
2020-04-14,Virtual Town Hall: The Surge,772.0,343,0,254,Town Hall,No,343,Health & Wellness,0.0,858
2021-10-21,WBUR Town Hall: Annissa Essaibi George,391.0,603,552,254,Town Hall,Yes,51,Politics,0.0,1019
2021-03-02,WBUR Town Hall: Ethics and the Vaccine,103.0,60,0,254,Town Hall,No,60,Social Issues,0.0,105
2021-03-09,WBUR Town Hall: Fact Up! Your Vaccine Questions Answered,62.0,34,0,254,Town Hall,No,34,Health & Wellness,0.0,57
2021-10-18,WBUR Town Hall: Michelle Wu,414.0,533,466,254,Town Hall,Yes,67,Politics,0.0,615
2020-11-17,WBUR Town Hall: Now What? The Impact of the 2020 Election,501.0,369,0,254,Town Hall,No,369,Politics,0.0,427
2021-02-23,WBUR Town Hall: The Success and Challenges of Vaccine Distribution,120.0,66,0,254,Town Hall,No,66,Politics,0.0,126
2021-02-16,WBUR Town Hall: The Vaccine Is Here,124.0,65,0,254,Town Hall,No,65,Health & Wellness,0.0,119
2022-03-08,WBUR Town Hall: Understanding the Ukraine Crisis,367.0,192,170,254,Town Hall,No,22,Politics,0.0,443
2019-05-02,Tribute to Mary Oliver,245.0,167,0,254,Tribute,Yes,167,Literature,1960.0,423
